sentence_index,section,onset,offset,word
449,3,467.04,472.15,关于老虎爪子的事儿本应该使我产生同情却反而使我恼火
450,3,472.89,473.88,他还告诉我说
451,3,474.53,475.56,我那时什么也不懂
452,3,476.07,479.22,我应该根据她的行为而不是根据她的话来判断她
453,3,479.91,481.82,她使我的生活芬芳多彩
454,3,482.3,483.75,我真不该离开她跑出来
455,3,484.2,488.55,我本应该猜出在她那令人爱怜的花招后面所隐藏的温情
456,3,489.35,490.9,花是多么自相矛盾
457,3,491.51,494.26,我当时太年轻还不懂得爱她
458,3,495.19,498.91,我想小王子大概是利用一群候鸟迁徙的机会跑出来的
459,3,499.59,503.54,在他出发的那天早上他把他的星球收拾得整整齐齐
460,3,504.06,506.56,把它上头的活火山打扫得干干净净
461,3,507.32,508.3,他有两个活火山
462,3,508.91,510.4,早上热早点很方便
463,3,511.14,512.38,他还有一座死火山
464,3,512.79,517.05,他也把它打扫干净他想说不定它还会活动呢
465,3,517.88,522.94,打扫干净了它们就可以慢慢地有规律地燃烧而不会突然爆发
466,3,523.63,525.79,火山爆发就像烟囱里的火焰一样
467,3,526.58,530.63,当然在我们地球上我们人太小不能打扫火山
468,3,531.22,533.48,所以火山给我们带来很多很多麻烦
469,3,534.51,539.37,小王子还把剩下的最后几棵猴面包树苗全拔了他有点儿忧伤
470,3,540.05,542.0,他以为他再也不会回来了
471,3,542.61,546.05,这天这些家常活使他感到特别亲切
472,3,546.67,552.28,当他最后一次浇花时准备把她放在玻璃罩子下面他发觉自己要哭出来
473,3,553.13,555.28,再见了他对花儿说道
474,3,555.85,557.34,可是花儿没有回答他
475,3,558.23,560.55,再见了他又说了一遍
476,3,561.27,563.91,花儿咳嗽了一阵但并不是由于感冒
477,3,564.69,567.49,她终于对他说道我方才真蠢
478,3,567.96,568.91,请你原谅我
479,3,569.39,571.02,希望你能幸福
480,3,571.6,574.35,花儿对他毫不抱怨他感到很惊讶
481,3,575.0,577.51,他举着罩子不知所措地伫立在那里
482,3,578.39,580.92,他不明白她为什么会这样温柔恬静
483,3,582.04,583.96,的确我爱你
484,3,584.83,585.71,花儿对他说道
485,3,586.59,589.45,但由于我的过错你一点儿也没有理会
486,3,590.17,591.16,这丝毫不重要
487,3,591.92,594.09,不过你也和我一样地蠢
488,3,594.7,596.06,希望你今后能幸福
489,3,596.86,598.02,把罩子放在一边吧
490,3,598.63,599.56,我用不着它了
491,3,600.57,602.25,要是风来了怎么办
492,3,603.11,604.69,我的感冒并不那么重
493,3,605.31,607.29,夜晚的凉风对我倒有好处
494,3,607.96,608.72,我是一朵花
495,3,609.61,611.63,要是有虫子野兽呢
496,3,612.43,616.23,我要是想认识蝴蝶经不起两三只毛虫是不行的
497,3,616.89,618.27,据说这是很美的
498,3,618.87,620.21,不然还有谁来看我呢
499,3,621.02,622.31,你就要到远处去了
500,3,622.99,624.97,至于说大动物我并不怕
501,3,625.51,626.27,我有爪子
502,3,627.35,630.06,于是她天真地显露出她那四根刺
503,3,630.63,632.81,随后又说道别这么磨蹭了
504,3,633.13,633.79,真烦人
505,3,634.35,635.57,你既然决定离开这儿
506,3,636.19,637.7,那么快走吧
507,3,638.86,641.03,她是怕小王子看见她在哭
508,3,641.82,643.69,她是朵非常骄傲的花
509,4,0.07,7.4,在附近的宇宙中还有325326327328329330等几颗小行星
510,4,8.13,9.63,他就开始访问这几颗星球
511,4,10.12,12.69,想在那里找点儿事儿干并且学习学习
512,4,13.55,15.55,第一颗星球上住着一个国王
513,4,16.24,20.09,国王穿着用紫红色和白底儿黑花的毛皮做成的大礼服
514,4,20.67,23.24,坐在一个很简单却又十分威严的宝座上
515,4,23.96,28.39,啊来了一个臣民当他看见小王子时喊了起来
516,4,29.24,33.69,小王子思量着他从来也没有见过我怎么会认识我呢
517,4,34.54,38.47,他哪里知道在那些国王的眼里世界是非常简单的
518,4,38.98,40.32,所有的人都是臣民
519,4,40.95,48.91,国王十分骄傲因为他终于成了某个人的国王他对小王子说道靠近些好让我好好看看你
520,4,49.89,58.04,小王子看看四周想找个地方坐下来可是整个星球被国王华丽的白底儿黑花皮袍占满了他只好站在那里
521,4,58.55,60.79,但是因为疲倦了他打起哈欠来
522,4,61.37,65.76,君王对他说在一个国王面前打哈欠是违反礼节的
523,4,66.25,67.23,我禁止你打哈欠
524,4,68.19,71.04,小王子羞愧地说道我实在忍不住
525,4,71.46,74.03,我长途跋涉来到这里还没有睡觉呢
526,4,75.06,78.19,国王说那好吧我命令你打哈欠
527,4,78.71,81.25,好些年来我没有看见过任何人打哈欠
528,4,81.78,84.82,对我来说打哈欠倒是新奇的事
529,4,85.46,86.91,来吧再打个哈欠
530,4,87.32,88.08,这是命令
531,4,89.31,91.21,这倒叫我有点儿紧张
532,4,91.69,92.91,我打不出哈欠来了
533,4,93.72,95.12,小王子红着脸说
534,4,95.8,98.55,嗯嗯国王回答道
535,4,99.23,103.06,那么我命令你忽而打哈欠忽而
536,4,103.82,106.08,他嘟嘟囔囔显出有点儿恼怒
537,4,106.74,110.1,因为国王所要求的主要是保持他的威严受到尊敬
538,4,111.0,112.75,他不能容忍不听他的命令
539,4,113.3,114.63,他是一位绝对的君主
540,4,115.27,116.97,可是他却很善良
541,4,117.5,119.29,他下的命令都是有理智的
542,4,119.93,129.19,他常常说如果我叫一位将军变成一只海鸟而这位将军不服从我的命令那么这就不是将军的过错
543,4,129.55,130.52,而是我的过错
544,4,131.41,135.39,小王子腼腆地试探道我可以坐下吗
545,4,136.11,142.53,我命令你坐下国王一边回答一边庄重地把他那白底儿黑花皮袍大襟挪动了一下
546,4,143.33,144.88,可是小王子感到很奇怪
547,4,145.61,148.51,这么小的行星国王他对什么进行统治呢
548,4,149.35,153.75,他对国王说陛下请原谅我想问您
549,4,154.28,156.7,国王急忙抢着说道我命令你问我
550,4,157.71,159.93,陛下你统治什么呢
551,4,160.71,163.84,国王非常简单明了地说我统治一切
552,4,164.69,170.69,一切国王轻轻地用手指着他的行星和其他的行星以及所有的星星
553,4,171.32,174.0,小王子说统治这一切
554,4,174.84,176.16,统治这一切
555,4,176.51,180.61,原来他不仅是一个绝对的君主而且是整个宇宙的君主
556,4,181.5,183.67,那么星星都服从您吗
557,4,184.18,186.41,那当然国王对他说
558,4,186.98,188.35,它们立即就得服从
559,4,188.71,190.09,我是不允许无纪律的
560,4,191.1,193.56,这样的权力使小王子惊叹不已
561,4,194.1,205.91,如果掌握了这样的权力那么他一天就不只是看到四十三次日落而可以看到七十二次甚至一百次或是二百次日落也不必要去挪动椅子了
562,4,206.85,210.73,由于他想起了他那被遗弃的小星球心里有点儿难过
563,4,211.36,213.59,他大胆地向国王提出了一个请求
564,4,214.57,215.55,我想看日落
565,4,216.27,218.68,请求您命令太阳落山吧
566,4,219.62,238.96,国王说道如果我命令一个将军像一只蝴蝶那样从这朵花飞到那朵花或者命令他写作一个悲剧剧本或者变一只海鸟而如果这位将军接到命令不执行的话那么我们中的谁是错误的呢将军还是我自己
567,4,239.71,243.6,那当然是您的不对小王子肯定地回答
568,4,244.11,250.12,一点也不错国王接着说向每个人提出的要求应该是他们所能做到的
569,4,250.74,253.33,权威首先应该建立在理性的基础上
570,4,253.97,257.77,如果命令你的老百姓去投海他们非起来革命不可
571,4,258.48,262.2,我的命令是合理的所以我有权要别人服从
572,4,263.21,269.23,那么我提出的日落呢小王子一旦提出一个问题他是不会忘记这个问题的
573,4,270.0,272.11,日落么你会看到的
574,4,272.67,273.99,我一定要太阳落山
575,4,274.45,278.2,不过按照我的统治科学我得等到条件成熟的时候
576,4,278.95,282.29,小王子问道这要等到什么时候呢
577,4,283.04,287.61,嗯国王在回答之前首先翻阅了一本厚厚的日历
578,4,288.06,296.08,嘴里慢慢说道嗯嗯日落大约大约在今晚七时四十分的时候
579,4,296.49,298.79,你将看到我的命令一定会被服从的
580,4,299.74,301.87,小王子又打起哈欠来了
581,4,302.26,303.72,他遗憾没有看到日落
582,4,304.11,304.98,他有点儿厌烦了
583,4,305.53,308.59,他对国王说我没有必要再待在这儿了
584,4,309.05,309.67,我要走了
585,4,310.7,315.22,这位因为刚刚有了一个臣民而十分骄傲自得的国王说道嗯别走
586,4,315.22,315.59,别走
587,4,315.94,317.36,我任命你当大臣
588,4,318.03,318.85,什么大臣
589,4,319.3,320.91,嗯司法大臣
590,4,321.55,324.04,可是这儿没有一个要审判的人
591,4,324.87,325.5,很难说呀
592,4,326.11,326.71,国王说道
593,4,327.31,329.86,因为我还没有巡视过我的王国呢
594,4,330.39,331.04,我很老了
595,4,331.42,333.97,我这地方又小没有放銮驾的地方
596,4,334.55,336.2,另外一走路我就累
597,4,337.13,343.46,哦可是我已经看过了小王子说道并探身朝星球的那一侧看了看
598,4,343.92,344.98,那边也没有一个人
599,4,345.76,347.95,那么你就审判你自己呀
600,4,348.74,349.58,国王回答他说
601,4,350.1,351.2,这可是最难的了
602,4,351.67,354.06,审判自己比审判别人要难得多啊
603,4,354.67,358.49,你要是能审判好自己你就是一个真正有才智的人
604,4,359.34,363.02,我嘛随便在什么地方我都可以审度自己
605,4,363.58,365.24,我没有必要留在这里
606,4,365.83,367.71,嗯国王又说
607,4,368.14,372.19,嗯我想在我的星球上有一只老耗子
608,4,372.73,374.42,夜里我听见它的声音
609,4,374.73,375.47,你可以审判它
610,4,376.07,377.45,不时地判处它死刑
611,4,377.88,380.54,因此它的生命取决于你的判决
612,4,381.04,385.75,可是你要有节制地使用这只耗子每次判刑后都要赦免它
613,4,386.27,388.18,因为只有这一只耗子
614,4,388.92,392.68,可是我不愿判死刑小王子回答道
615,4,393.4,395.35,我想我还是应该走
616,4,395.68,397.4,嗯不行国王说
617,4,397.95,402.3,但是小王子准备完毕之后不想使老君主难过说道
618,4,403.13,408.39,如果国王陛下想要不折不扣地得到服从你可以给我下一个合理的命令
619,4,409.01,412.75,比如说你可以命令我一分钟之内必须离开
620,4,413.34,415.16,我认为这个条件是成熟的
621,4,416.17,417.39,国王什么也没有回答
622,4,417.93,422.75,起初小王子有些犹疑不决随后叹了口气就离开了
623,4,423.32,425.09,我派你当我的大使
624,4,425.98,427.04,国王匆忙地喊道
625,4,427.61,429.62,国王显出非常有权威的样子
626,4,430.1,435.29,小王子在旅途中自言自语地说这些大人真奇怪
627,4,436.26,438.72,第二个行星上住着一个爱虚荣的人
628,4,439.28,442.83,喔唷喔唷一个崇拜我的人来拜访了
629,4,443.75,446.93,这个爱虚荣的人一见到小王子老远就叫喊起来
630,4,447.6,450.9,在那些爱虚荣的人眼里别人都成了他们的崇拜者
631,4,451.7,453.53,你好小王子说道
632,4,454.16,455.81,你的帽子很奇怪
633,4,456.71,458.73,这是为了向人致意用的
634,4,459.42,460.5,爱虚荣的人回答道
635,4,461.12,464.58,当人们向我欢呼的时候我就用帽子向他们致意
636,4,464.98,467.04,可惜没有一个人经过这里
637,4,467.79,471.86,小王子不解其意说道啊是吗
638,4,472.49,477.16,爱虚荣的人向小王子建议道你用一只手去拍另一只手
639,4,478.04,479.6,小王子就拍起巴掌来
640,4,480.28,483.83,这位爱虚荣者就谦逊地举起帽子向小王子致意
641,4,484.59,487.88,小王子心想这比访问那位国王有趣
642,4,488.55,490.24,于是他又拍起巴掌来
643,4,490.74,493.33,爱虚荣者又举起帽子来向他致意
644,4,494.08,498.46,小王子这样做了五分钟之后对这种单调的把戏有点儿厌倦了
645,4,498.9,502.9,说道要想叫你的帽子掉下来该怎么做呢
646,4,503.44,505.68,可这回爱虚荣者听不进他的话
647,4,506.3,509.02,因为凡是爱虚荣的人只听得进赞美的话
648,4,509.65,512.47,他问小王子道你真的钦佩我吗
649,4,513.32,514.94,钦佩是什么意思
650,4,515.77,522.93,钦佩嘛就是承认我是星球上最美的人服饰最好的人最富有的人最聪明的人
651,4,523.49,526.19,可您是您的星球上唯一的人呀
652,4,526.97,527.89,让我高兴吧
653,4,528.27,530.25,请你还是来钦佩我吧
654,4,531.08,535.28,小王子轻轻地耸了耸肩膀说道我钦佩你
655,4,536.01,538.9,可是这有什么能使你这样感兴趣的
656,4,539.76,541.03,于是小王子就走开了
657,4,541.69,547.48,小王子在路上自言自语地说了一句这些大人肯定是十分古怪的
658,4,548.4,551.85,小王子所访问的下一个星球上住着一个酒鬼
659,4,552.6,556.49,访问时间非常短可是他却使小王子非常忧伤
660,4,557.35,560.14,你在干什么小王子问酒鬼
661,4,560.71,566.77,这个酒鬼默默地坐在那里面前有一堆酒瓶子有的装着酒有的是空的
662,4,567.9,571.38,我喝酒他阴沉忧郁地回答道
663,4,571.99,573.43,你为什么喝酒
664,4,573.98,574.86,小王子问道
665,4,575.61,579.32,为了忘却酒鬼回答
666,4,580.16,584.91,小王子已经有些可怜酒鬼他问道忘却什么呢
667,4,585.86,591.13,酒鬼垂下脑袋坦白道为了忘却我的羞愧
668,4,592.15,593.19,你羞愧什么呢
669,4,593.91,595.8,小王子很想救助他
670,4,596.65,600.45,我羞愧我喝酒
671,4,601.05,603.71,酒鬼说完以后就再也不开口了
672,4,604.52,606.16,小王子迷惑不解地离开了
673,4,606.78,612.18,在旅途中他自言自语地说道这些大人确实真叫怪
674,5,0.13,2.84,第四个行星是一个实业家的星球
675,5,3.41,4.93,这个人忙得不可开交
676,5,5.48,8.6,小王子到来的时候他甚至连头都没有抬一下
677,5,9.2,11.22,小王子对他说您好
678,5,11.8,13.34,您的烟卷灭了
679,5,14.42,15.46,三加二等于五
680,5,15.8,16.85,五加七等于十二
681,5,17.29,18.66,十二加三等于十五
682,5,19.15,19.5,你好
683,5,19.74,21.3,十五加七二十二
684,5,21.82,23.33,二十二加六二十八
685,5,23.8,25.68,没有时间再去点着它
686,5,26.25,27.93,二十六加五三十一
687,5,28.19,33.79,哎哟一共是五亿一百六十二万二千七百三十一
688,5,34.68,35.91,五亿什么呀
689,5,36.54,38.62,嗯你还待在这儿呐
690,5,39.21,40.25,五亿一百万
691,5,41.0,42.16,我也不知道是什么了
692,5,42.56,43.34,我的工作很多
693,5,43.63,44.51,我是很严肃的
694,5,45.01,46.88,我可是从来没有功夫去闲聊
695,5,47.38,48.44,二加五得七
696,5,49.09,52.39,五亿一百万什么呀小王子重复问道
697,5,53.0,56.33,一旦他提出了一个问题是从来也不会放弃的
698,5,57.14,58.36,这位实业家抬起头
699,5,58.36,63.34,说我住在这个星球上五十四年以来只被打搅过三次
700,5,63.99,68.47,第一次是二十二年前不知从哪里跑来了一只金龟子来打搅我
701,5,69.25,73.55,它发出一种可怕的噪音使我在一笔账目中出了四个差错
702,5,74.13,77.46,第二次在十一年前是风湿病发作
703,5,77.99,79.47,因为我缺乏锻炼所致
704,5,79.98,80.95,我没有功夫闲逛
705,5,81.47,82.57,我可是个严肃的人
706,5,83.33,85.19,现在这是第三次
707,5,85.7,88.5,我计算的结果是五亿一百万
708,5,89.17,90.06,几百万什么
709,5,90.73,96.58,这位实业家知道要想安宁是无望的了就说道几百万个小东西
710,5,97.02,99.46,这些小东西有时出现在天空中
711,5,100.41,101.0,苍蝇吗
712,5,101.57,104.86,不是是些闪闪发亮的小东西
713,5,105.6,106.44,是蜜蜂吗
714,5,107.13,109.3,不是是金黄色的小东西
715,5,110.0,112.8,这些小东西叫那些懒汉们胡思乱想
716,5,113.23,114.26,我是个严肃的人
717,5,114.69,116.13,我没有时间胡思乱想
718,5,117.0,119.05,啊是星星吗
719,5,119.58,120.89,对了就是星星
720,5,121.84,123.87,你要拿这五亿星星做什么
721,5,124.65,127.78,五亿一百六十二万七百三十一颗星星
722,5,128.25,129.09,我是严肃的人
723,5,129.43,130.58,我是非常精确的
724,5,131.49,132.9,你拿这些星星做什么
725,5,133.47,134.58,我要它做什么
726,5,135.15,135.62,是呀
727,5,136.22,137.01,什么也不做
728,5,137.55,138.74,它们都是属于我的
729,5,139.55,141.61,星星是属于你的
730,5,142.38,142.77,是的
731,5,143.57,146.4,可是我已经见到过一个国王他
732,5,146.82,148.48,国王并不占有他们
733,5,148.48,149.47,只是进行统治
734,5,149.93,150.65,这不是一码事儿
735,5,151.25,153.52,你拥有这许多星星有什么用
736,5,154.27,155.87,它能让我变得富有
737,5,156.61,158.72,富了有什么好处呢
738,5,159.44,164.56,富了就可以去买别的星星如果有人发现了别的星星的话
739,5,165.39,171.25,小王子自言自语地说这个人想问题有点儿像那个酒鬼一样
740,5,171.7,174.0,可是他又提了一些问题
741,5,174.76,177.17,你怎么能占有星星呢
742,5,178.08,180.04,那么你说星星是谁的啊
743,5,180.93,183.22,实业家不高兴地顶了小王子一句
744,5,184.02,184.9,我不知道
745,5,185.5,186.44,不属于任何人
746,5,187.22,191.74,那么它们就是我的因为是我第一个想到了这件事情的
747,5,192.56,193.36,这就行了吗
748,5,194.02,194.6,那当然
749,5,195.19,199.57,如果你发现了一颗没有主人的钻石那么这颗钻石就是属于你的
750,5,200.23,204.26,当你发现了一个岛是没有主的那么这个岛就是你的
751,5,205.03,210.54,当你首先想出了一个办法你就去领一个专利证这个办法就是属于你的
752,5,210.98,216.8,既然在我之前不曾有任何人想到要占有这些星星那我就占有这些星星
753,5,217.99,220.27,这倒也是小王子说
754,5,221.03,223.24,可是你用它们来干什么
755,5,224.17,225.73,我经营管理这些星星
756,5,226.23,228.57,我一遍又一遍地计算它们的数目
757,5,229.11,232.72,这是一件困难的事但我是一个严肃认真的人
758,5,233.57,235.5,小王子仍然还不满足
759,5,236.06,243.95,他说对我来说如果我有一条围巾我可以用它来围着我的脖子并且能带走它
760,5,244.64,248.7,我有一朵花的话我就可以摘下我的花并且把它带走
761,5,249.43,252.34,可你却不能摘下这些星星呀
762,5,252.99,256.34,我不能摘但我可以把它们存在银行里
763,5,257.32,258.7,这是什么意思呢
764,5,259.58,265.72,这就是说我把星星的数目写在一片小纸头上然后把这片纸头锁在一个抽屉里
765,5,266.77,267.76,这就算完事儿了吗
766,5,268.61,269.21,这样就行了
767,5,270.11,272.19,小王子想道真好玩儿
768,5,272.57,273.65,这倒蛮有诗意
769,5,274.19,277.95,可是并不算是了不起的正经事儿
770,5,278.85,283.61,关于什么是正经事儿小王子的看法与大人们的看法非常不同
771,5,284.26,288.38,他接着又说我有一朵花我每天都给她浇水
772,5,288.81,294.36,我还有三座火山我每星期把它们全都打扫一遍连死火山也打扫
773,5,295.06,297.12,谁知道它会不会再复活
774,5,297.92,302.91,我拥有火山和花这对我的火山有益处对我的花也有益处
775,5,303.52,306.38,但是你对星星并没有用处
776,5,306.93,309.25,实业家张口结舌无言以对
777,5,309.96,311.48,于是小王子就走了
778,5,312.24,319.11,在旅途中小王子只是自言自语地说了一句这些大人们真是奇怪极了
779,5,320.68,322.37,第五颗行星非常奇怪
780,5,323.14,325.04,是这些星星中最小的一颗
781,5,325.47,329.55,行星上刚好能容得下一盏路灯和一个点路灯的人
782,5,330.55,341.02,小王子怎么也解释不通这个坐落在天空某一角落既没有房屋又没有居民的行星上要一盏路灯和一个点灯的人做什么用
783,5,341.74,346.06,但他自己猜想可能这个人思想不正常
784,5,346.89,353.24,但他比起国王比起那个爱虚荣的人那个实业家和酒鬼却要好些
785,5,353.82,356.1,至少他的工作还有点儿意义
786,5,356.73,362.11,当他点着了他的路灯时就像他增添了一颗星星或是一朵花
787,5,362.79,367.19,当他熄灭了路灯时就像让星星或花朵睡着了似的
788,5,367.69,369.26,这差事真美妙
789,5,369.88,371.5,就是真正有用的了
790,5,372.14,377.47,小王子一到了这个行星上就很尊敬地向点路灯的人打招呼
791,5,378.21,378.78,早上好
792,5,379.38,381.35,你刚才为什么把路灯灭了呢
793,5,382.37,384.99,这是命令点灯的人回答道
794,5,385.62,386.18,早上好
795,5,387.1,388.22,命令是什么
796,5,389.04,390.74,就是熄掉我的路灯
797,5,391.79,392.32,晚上好
798,5,393.1,395.06,于是他又点燃了路灯
799,5,395.95,398.54,那么为什么你又把它点着了呢
800,5,399.29,399.95,这是命令
801,5,400.95,402.1,点灯的人回答道
802,5,402.89,404.99,我不明白小王子说
803,5,405.63,408.26,没什么要明白的点灯的回答说
804,5,408.99,410.36,命令就是命令
805,5,411.08,411.58,早上好
806,5,412.59,414.55,于是他又熄灭了路灯
807,5,415.27,418.8,然后他拿一块儿有红方格子的手绢儿擦着额头
808,5,419.96,421.85,我干的是一种可怕的职业
809,5,422.37,423.36,以前还说得过去
810,5,423.9,425.61,早上熄灯晚上点灯
811,5,426.07,429.63,剩下时间白天我就休息夜晚我就睡觉
812,5,430.41,433.28,那么后来命令改变了是吗
813,5,434.11,436.71,点灯的人说命令没有改
814,5,437.26,439.03,惨就惨在这里了
815,5,439.83,444.42,这颗行星一年比一年转得更快而命令却没有改
816,5,445.24,447.54,结果呢小王子问
817,5,448.35,450.27,结果现在每分钟转一圈儿
818,5,450.74,452.58,我连一秒钟的休息时间都没有了
819,5,453.17,455.95,每分钟我就要点一次灯熄一次灯
820,5,456.74,457.45,真有趣
821,5,458.07,460.41,你这里每天只有一分钟长
822,5,461.2,463.59,一点趣味也没有点灯的说
823,5,464.2,467.09,我们俩在一块儿说话就已经有一个月的时间了
824,5,467.78,468.37,一个月
825,5,469.02,471.26,对三十分钟三十天
826,5,472.01,472.49,晚上好
827,5,473.55,475.85,于是他又点着了他的路灯
828,5,476.65,477.64,小王子瞅着他
829,5,478.23,480.76,他喜欢这个点灯人如此忠守命令
830,5,481.3,485.65,这时他想起了他自己从前挪动椅子寻找日落的事儿
831,5,486.12,487.88,他很想帮助他的这位朋友
832,5,488.7,492.07,告诉你我知道一种能使你休息的办法
833,5,492.66,494.33,你要什么时候休息都可以
834,5,495.19,497.59,我老是想休息点灯人说
835,5,498.07,502.11,因为一个人可以同时是忠实的又是懒惰的
836,5,502.84,503.85,小王子接着说
837,5,504.64,508.14,你的这颗行星这样小你三步就可以绕它一圈儿
838,5,508.68,512.22,你只要慢慢地走就可以一直在太阳的照耀下
839,5,512.69,515.12,你想休息的时候你就这样走
840,5,515.66,518.74,那么你要白天有多长它就有多长
841,5,519.86,523.26,这办法帮不了我多大忙点灯人说
842,5,523.87,526.19,生活中我喜欢的就是睡觉
843,5,527.18,529.45,真不走运小王子说
844,5,530.11,532.28,真不走运点灯人说
845,5,533.08,533.6,早上好
846,5,534.43,536.53,于是他又熄灭了路灯
847,5,537.21,550.84,小王子在他继续往前旅行的途中自言自语地说道这个人一定会被其他那些人国王呀爱虚荣的呀酒鬼呀实业家呀所瞧不起
848,5,551.69,554.85,可是唯有他不使我感到荒唐可笑
849,5,555.45,559.42,这可能是因为他所关心的是别的事儿而不是他自己
850,5,560.86,564.13,他惋惜地叹了口气并且又对自己说道
851,5,565.04,568.25,本来这是我唯一可以和他交成朋友的人
852,5,568.86,570.75,可是他的星球确实太小了
853,5,571.28,572.43,住不下两个人
854,5,573.37,583.45,小王子没有勇气承认的是他留恋这颗令人赞美的星星特别是因为在那里每二十四小时就有一千四百四十次日落
855,6,0.0,1.9,第六颗行星则要大十倍
856,6,2.64,3.9,上面住着一位老先生
857,6,4.48,5.95,他在写作大部头的书
858,6,7.01,9.4,瞧来了一位探险家
859,6,10.43,12.75,老先生看到小王子时叫了起来
860,6,13.25,16.01,小王子在桌旁坐下有些气喘吁吁
861,6,16.79,17.89,他跑了多少路啊
862,6,18.2,20.38,你从哪里来的呀
863,6,21.21,22.62,老先生问小王子
864,6,23.75,26.93,这一大本是什么书小王子问道
865,6,27.47,28.64,你在这里干什么
866,6,29.38,32.54,我是地理学家老先生答道
867,6,33.16,34.64,什么是地理学家
868,6,35.48,38.3,地理学家就是一种学者
869,6,38.86,45.63,他知道哪里有海洋哪里有江河城市山脉沙漠
870,6,46.65,49.83,这倒挺有意思小王子说
871,6,50.42,52.11,这才是一种真正的行当
872,6,52.77,55.36,他朝四周看了看这位地理学家的星球
873,6,56.05,58.74,他还从来没有见过一颗如此壮观的行星
874,6,59.28,60.94,您的星球真美呀
875,6,61.41,63.03,上面有海洋吗
876,6,63.67,67.46,这我没法知道地理学家说
877,6,68.14,68.67,啊
878,6,69.46,71.18,小王子大失所望
879,6,71.99,73.61,那么山脉呢
880,6,74.38,77.93,这我没法知道地理学家说
881,6,78.66,82.18,那么有城市河流沙漠吗
882,6,83.0,86.95,这我也没法知道地理学家说
883,6,87.82,89.77,可您还是地理学家呢
884,6,90.51,93.37,一点儿不错地理学家说
885,6,94.1,96.51,但是我不是探察家
886,6,97.15,99.43,我手下一个探察家都没有
887,6,100.15,106.25,地理学家是不去计算城市河流山脉海洋沙漠的
888,6,107.11,109.85,地理学家很重要不能到处跑
889,6,110.47,112.2,他不能离开他的办公室
890,6,112.94,116.12,但他可以在办公室里接见探察家
891,6,116.91,120.42,他询问探察家把他们的回忆记录下来
892,6,121.04,130.9,如果他认为其中有个探察家的回忆是有意思的那么地理学家就对这个探察家的品德做一番调查
893,6,131.75,133.03,这是为什么呢
894,6,133.81,139.22,因为一个说假话的探察家会给地理书带来灾难性的后果
895,6,139.77,144.33,同样一个太爱喝酒的探察家也是如此
896,6,145.11,148.09,这又是为什么小王子说
897,6,148.88,159.53,因为喝醉了酒的人把一个看成两个那么地理学家就会把只有一座山的地方写成两座山
898,6,160.07,166.66,我认识一个人他要是搞探察的话就很可能是个不好的探察员小王子说
899,6,167.36,168.67,这是可能的
900,6,169.22,175.31,因此如果探察家的品德不错就对他的发现进行调查
901,6,175.97,176.74,去看一看吗
902,6,177.53,179.46,不那太复杂了
903,6,180.05,182.77,但是要求探察家提出证据来
904,6,183.34,188.71,例如假使他发现了一座大山就要求他带一些大石头
905,6,189.68,191.31,地理学家忽然忙乱起来
906,6,191.84,194.12,正好你是从老远来的么
907,6,194.58,195.69,你是个探察家
908,6,196.26,198.6,你来给我介绍下你的星球吧
909,6,199.06,203.14,于是已经打开登记簿的地理学家削起他的铅笔来
910,6,203.97,206.51,他首先是用铅笔记下探察家的叙述
911,6,207.08,210.22,等到探察家提出了证据以后再用墨水笔记下来
912,6,211.71,214.42,怎么样地理学家询问道
913,6,214.76,217.4,啊我那里小王子说道
914,6,218.01,219.11,没有多大意思
915,6,219.59,220.33,那儿很小
916,6,220.78,221.92,我有三座火山
917,6,222.33,225.22,两座是活的一座是熄灭了的
918,6,225.66,226.74,但是也很难说
919,6,227.0,229.91,很难说地理学家说道
920,6,230.58,231.55,我还有一朵花儿
921,6,232.25,235.88,我们是不记载花卉的地理学家说
922,6,236.54,237.41,这是为什么
923,6,237.94,240.57,花是我的星球上最美丽的东西
924,6,241.31,244.18,因为花卉是短暂的
925,6,244.83,246.54,什么叫短暂
926,6,247.55,253.36,地理学书籍是所有书中最严肃的书地理学家说道
927,6,254.04,256.75,这类书是从不会过时的
928,6,257.36,260.6,很少会发生一座山变换了位置
929,6,260.93,264.48,很少会出现一个海洋干涸的现象
930,6,265.21,268.23,我们要写永恒的东西
931,6,269.04,275.28,但是熄灭的火山也可能会再复苏的小王子打断了地理学家
932,6,276.03,277.49,什么叫短暂
933,6,278.33,286.98,火山是熄灭了的也好苏醒的也好这对我们这些人来讲都是一回事地理学家说
934,6,287.49,290.48,对我们来说重要的是山
935,6,291.18,294.32,山是不会变换位置的
936,6,295.2,300.2,但是短暂是什么意思小王子再三地问道
937,6,300.77,303.41,他一旦提出一个问题是从不放过的
938,6,304.17,308.87,意思就是有很快就会消失的危险
939,6,309.85,312.66,我的花是很快就会消失的吗
940,6,313.26,314.79,那当然
941,6,315.79,320.3,小王子自言自语地说我的花是短暂的
942,6,320.63,323.82,而且她只有四根刺来防御外侮
943,6,324.41,326.67,可我还把她独自留在家里
944,6,327.75,329.81,这是他第一次产生了后悔
945,6,330.54,332.29,但他又重新振作起来
946,6,332.66,336.69,您是否能建议我去看些什么小王子问道
947,6,337.57,341.66,地球这颗行星地理学家回答他说
948,6,342.25,345.01,它的名望很高
949,6,346.2,347.99,于是小王子就走了
950,6,348.65,350.89,他一边走一边想着他的花
