,word,lemma,onset,offset,section,sentence_index
3902,in,in,283.85900000000004,284.089,3,392
3903,from,from,284.089,284.35900000000004,3,392
3904,no,no,284.35900000000004,284.589,3,392
3905,one,one,284.589,284.79900000000004,3,392
3906,knows,knows,284.79900000000004,285.17900000000003,3,392
3907,where,where,285.17900000000003,285.522,3,392
3908,and,and,285.85200000000003,286.327,3,393
3909,the,the,286.327,286.387,3,393
3910,little,little,286.387,286.607,3,393
3911,prince,prince,286.607,287.067,3,393
3912,had,had,287.067,287.217,3,393
3913,watched,watched,287.217,287.567,3,393
3914,very,very,287.567,287.907,3,393
3915,closely,closely,287.907,288.587,3,393
3916,this,this,288.587,288.767,3,393
3917,sprout,sprout,288.767,289.397,3,393
3918,that,that,289.397,289.517,3,393
3919,was,was,289.517,289.697,3,393
3920,not,not,289.697,289.897,3,393
3921,like,like,289.897,290.187,3,393
3922,the,the,290.187,290.277,3,393
3923,other,other,290.277,290.47700000000003,3,393
3924,sprouts,sprouts,290.47700000000003,291.099,3,393
3925,it,it,291.648,291.793,3,394
3926,could,could,291.793,291.923,3,394
3927,have,have,291.923,292.023,3,394
3928,been,been,292.023,292.183,3,394
3929,a,a,292.183,292.273,3,394
3930,new,new,292.273,292.453,3,394
3931,kind,kind,292.453,292.743,3,394
3932,of,of,292.743,292.893,3,394
3933,baobab,baobab,292.893,293.522,3,394
3934,but,but,294.295,294.65,3,395
3935,the,the,294.65,294.75,3,395
3936,shrub,shrub,294.75,295.28,3,395
3937,soon,soon,295.28,295.73,3,395
3938,stopped,stopped,295.73,296.24,3,395
3939,growing,growing,296.24,296.719,3,395
3940,and,and,296.963,297.128,3,395
3941,began,began,297.128,297.528,3,395
3942,to,to,297.528,297.618,3,395
3943,produce,produce,297.618,298.098,3,395
3944,a,a,298.098,298.128,3,395
3945,flower,flower,298.128,298.623,3,395
3946,the,the,299.506,299.601,3,396
3947,little,little,299.601,299.891,3,396
3948,prince,prince,299.891,300.711,3,396
3949,who,who,300.711,300.911,3,396
3950,witnessed,witnessed,300.911,301.371,3,396
3951,the,the,301.371,301.531,3,396
3952,appearance,appearance,301.531,302.091,3,396
3953,of,of,302.091,302.191,3,396
3954,a,a,302.191,302.241,3,396
3955,huge,huge,302.241,302.961,3,396
3956,bud,bud,302.961,303.801,3,396
3957,felt,felt,303.801,304.101,3,396
3958,that,that,304.101,304.261,3,396
3959,a,a,304.261,304.421,3,396
3960,miraculous,miraculous,304.421,305.021,3,396
3961,apparition,apparition,305.021,305.771,3,396
3962,must,must,305.771,306.051,3,396
3963,emerge,emerge,306.051,306.461,3,396
3964,from,from,306.461,306.631,3,396
3965,it,it,306.631,306.853,3,396
3966,but,but,307.496,307.611,3,397
3967,the,the,307.611,307.701,3,397
3968,flower,flower,307.701,308.191,3,397
3969,never,never,308.191,308.531,3,397
3970,stopped,stopped,308.531,308.901,3,397
3971,preparing,preparing,308.901,309.491,3,397
3972,for,for,309.491,309.671,3,397
3973,her,her,309.671,309.771,3,397
3974,future,future,309.771,310.231,3,397
3975,beauty,beauty,310.231,310.771,3,397
3976,safe,safe,310.771,311.371,3,398
3977,in,in,311.371,311.511,3,398
3978,her,her,311.511,311.681,3,398
3979,green,green,311.681,312.081,3,398
3980,chamber,chamber,312.081,312.63,3,398
3981,she,she,313.183,313.348,3,398
3982,chose,chose,313.348,313.768,3,398
3983,her,her,313.768,313.888,3,398
3984,colours,colors,313.888,314.358,3,398
3985,carefully,carefully,314.358,314.948,3,398
3986,she,she,315.247,315.392,3,399
3987,dressed,dressed,315.392,315.802,3,399
3988,slowly,slowly,315.802,316.442,3,399
3989,she,she,316.661,317.096,3,400
3990,arranged,arranged,317.096,317.666,3,400
3991,her,her,317.666,317.756,3,400
3992,petals,petals,317.756,318.356,3,400
3993,one,one,318.356,318.716,3,400
3994,by,by,318.716,318.976,3,400
3995,one,one,318.976,319.371,3,400
3996,she,she,319.68,320.065,3,401
3997,did,did,320.065,320.225,3,401
3998,not,not,320.225,320.415,3,401
3999,want,want,320.415,320.625,3,401
4000,to,to,320.625,320.725,3,401
4001,come,come,320.725,320.965,3,401
4002,out,out,320.965,321.325,3,401
4003,all,all,321.325,321.585,3,401
4004,rumpled,rumpled,321.585,322.225,3,401
4005,like,like,322.225,322.485,3,401
4006,the,the,322.485,322.555,3,401
4007,poppies,poppies,322.555,323.223,3,401
4008,she,she,323.627,324.072,3,402
4009,would,would,324.072,324.252,3,402
4010,only,only,324.252,324.582,3,402
4011,want,want,324.582,324.862,3,402
4012,to,to,324.862,325.012,3,402
4013,appear,appear,325.012,325.442,3,402
4014,in,in,325.442,325.582,3,402
4015,the,the,325.582,325.66200000000003,3,402
4016,full,full,325.66200000000003,326.372,3,402
4017,radiance,radiance,326.372,326.962,3,402
4018,of,of,326.962,327.032,3,402
4019,her,her,327.032,327.202,3,402
4020,beauty,beauty,327.202,327.691,3,402
4021,oh,oh,328.244,328.42900000000003,3,403
4022,yes,yes,328.42900000000003,328.92400000000004,3,403
4023,she,she,329.18800000000005,329.49300000000005,3,403
4024,was,was,329.49300000000005,329.663,3,403
4025,a,a,329.663,329.723,3,403
4026,very,very,329.723,330.103,3,403
4027,flirtatious,flirtatious,330.103,331.033,3,403
4028,creature,creature,331.033,331.533,3,403
4029,and,and,332.106,332.501,3,404
4030,her,her,332.501,332.621,3,404
4031,mysterious,mysterious,332.621,333.341,3,404
4032,adornment,adornment,333.341,334.261,3,404
4033,had,had,334.261,334.481,3,404
4034,thus,thus,334.481,334.841,3,404
4035,lasted,lasted,334.841,335.401,3,404
4036,for,for,335.401,335.551,3,404
4037,days,days,335.551,336.221,3,404
4038,and,and,336.221,336.421,3,404
4039,days,days,336.421,336.98400000000004,3,404
4040,then,then,337.63800000000003,338.173,3,405
4041,one,one,338.173,338.61300000000006,3,405
4042,morning,morning,338.61300000000006,339.173,3,405
4043,exactly,exactly,339.173,340.033,3,405
4044,at,at,340.033,340.11300000000006,3,405
4045,sunrise,sunrise,340.11300000000006,340.927,3,405
4046,she,she,341.226,341.411,3,405
4047,suddenly,suddenly,341.411,341.941,3,405
4048,showed,showed,341.941,342.311,3,405
4049,herself,herself,342.311,342.766,3,405
4050,and,and,343.314,343.759,3,406
4051,after,after,343.759,344.039,3,406
4052,having,having,344.039,344.379,3,406
4053,worked,worked,344.379,344.789,3,406
4054,with,with,344.789,344.939,3,406
4055,such,such,344.939,345.379,3,406
4056,care,care,345.379,345.809,3,406
4057,and,and,345.809,345.969,3,406
4058,attention,attention,345.969,346.529,3,406
4059,to,to,346.529,346.60900000000004,3,406
4060,detail,detail,346.60900000000004,347.219,3,406
4061,she,she,347.219,347.699,3,406
4062,said,said,347.699,347.999,3,406
4063,with,with,347.999,348.139,3,406
4064,a,a,348.139,348.219,3,406
4065,yawn,yawn,348.219,348.64300000000003,3,406
4066,oh,oh,349.605,349.77,3,406
4067,i,i,349.77,350.09,3,406
4068,have,have,350.09,350.84,3,406
4069,only,only,350.84,351.12,3,406
4070,just,just,351.12,351.43,3,406
4071,woken,woken,351.43,351.84,3,406
4072,up,up,351.84,352.129,3,406
4073,i,i,352.43300000000005,352.56800000000004,3,407
4074,do,do,352.56800000000004,352.74800000000005,3,407
4075,apologize,apologize,352.74800000000005,353.608,3,407
4076,i,i,353.608,353.708,3,408
4077,am,am,353.708,353.80800000000005,3,408
4078,not,not,353.80800000000005,354.00800000000004,3,408
4079,yet,yet,354.00800000000004,354.168,3,408
4080,presentable,presentable,354.168,354.922,3,408
4081,the,the,355.88,355.945,3,409
4082,little,little,355.945,356.195,3,409
4083,prince,prince,356.195,356.645,3,409
4084,couldn't,could,356.645,356.925,3,409
4085,restrain,restrain,356.995,357.505,3,409
4086,his,his,357.505,357.685,3,409
4087,admiration,admiration,357.685,358.444,3,409
4088,you're,you,359.228,359.32300000000004,3,410
4089,so,so,359.38300000000004,359.773,3,410
4090,beautiful,beautiful,359.773,360.702,3,410
4091,am,am,361.356,361.541,3,411
4092,i,i,361.541,361.671,3,411
4093,not,not,361.671,362.315,3,411
4094,the,the,362.55,362.615,3,411
4095,flower,flower,362.615,363.115,3,411
4096,responded,responded,363.115,363.815,3,411
4097,sweetly,sweetly,363.815,364.419,3,411
4098,and,and,365.132,365.307,3,412
4099,i,i,365.307,365.407,3,412
4100,was,was,365.407,365.627,3,412
4101,born,born,365.627,365.857,3,412
4102,at,at,365.857,365.957,3,412
4103,the,the,365.957,366.057,3,412
4104,same,same,366.057,366.407,3,412
4105,moment,moment,366.407,366.827,3,412
4106,as,as,366.827,366.947,3,412
4107,the,the,366.947,367.047,3,412
4108,sun,sun,367.047,367.547,3,412
4109,the,the,368.579,368.644,3,413
4110,little,little,368.644,368.914,3,413
4111,prince,prince,368.914,369.454,3,413
4112,guessed,guessed,369.454,369.854,3,413
4113,easily,easily,369.854,370.264,3,413
4114,enough,enough,370.264,370.784,3,413
4115,that,that,370.784,370.934,3,413
4116,she,she,370.934,371.074,3,413
4117,was,was,371.074,371.244,3,413
4118,not,not,371.244,371.564,3,413
4119,very,very,371.564,371.814,3,413
4120,modest,modest,371.814,372.36300000000006,3,413
4121,but,but,372.782,372.927,3,414
4122,how,how,372.927,373.187,3,414
4123,moving,moving,373.187,373.777,3,414
4124,she,she,373.777,374.067,3,414
4125,was,was,374.067,374.552,3,414
4126,it's,it,375.645,375.78,3,415
4127,time,time,375.88,376.27,3,415
4128,i,i,376.27,376.44,3,415
4129,think,think,376.44,376.77,3,415
4130,for,for,376.77,376.93,3,415
4131,breakfast,breakfast,376.93,377.89,3,415
4132,she,she,377.89,378.18,3,415
4133,added,added,378.18,378.45,3,415
4134,an,an,378.45,378.53,3,415
4135,instant,instant,378.53,379.08,3,415
4136,later,later,379.08,379.533,3,415
4137,if,if,380.302,380.407,3,416
4138,you,you,380.407,380.557,3,416
4139,would,would,380.557,380.647,3,416
4140,have,have,380.647,380.907,3,416
4141,the,the,380.907,380.987,3,416
4142,kindness,kindness,380.987,381.647,3,416
4143,to,to,381.647,381.737,3,416
4144,think,think,381.737,381.997,3,416
4145,of,of,381.997,382.207,3,416
4146,my,my,382.207,382.476,3,416
4147,needs,needs,382.476,382.886,3,416
4148,and,and,383.589,383.774,3,417
4149,the,the,383.774,383.834,3,417
4150,little,little,383.834,384.144,3,417
4151,prince,prince,384.144,384.604,3,417
4152,completely,completely,384.604,385.424,3,417
4153,abashed,abashed,385.424,386.294,3,417
4154,having,having,386.294,386.654,3,417
4155,gone,gone,386.654,386.934,3,417
4156,to,to,386.934,387.034,3,417
4157,look,look,387.034,387.274,3,417
4158,for,for,387.274,387.424,3,417
4159,a,a,387.424,387.484,3,417
4160,sprinkling,sprinkling,387.484,388.194,3,417
4161,can,can,388.194,388.524,3,417
4162,of,of,388.524,388.634,3,417
4163,fresh,fresh,388.634,389.094,3,417
4164,water,water,389.094,389.576,3,417
4165,tended,tended,389.951,390.296,3,418
4166,to,to,390.296,390.466,3,418
4167,the,the,390.466,390.546,3,418
4168,flower,flower,390.546,390.985,3,418
4169,and,and,391.494,391.999,3,419
4170,like,like,391.999,392.289,3,419
4171,that,that,392.289,392.889,3,419
4172,she,she,392.889,393.039,3,419
4173,had,had,393.039,393.179,3,419
4174,soon,soon,393.179,393.519,3,419
4175,begun,begun,393.519,393.849,3,419
4176,to,to,393.849,393.949,3,419
4177,torment,torment,393.949,394.599,3,419
4178,him,him,394.599,394.729,3,419
4179,with,with,394.729,394.859,3,419
4180,her,her,394.859,395.019,3,419
4181,vanity,vanity,395.019,395.592,3,419
4182,one,one,396.241,396.746,3,420
4183,day,day,396.746,396.906,3,420
4184,for,for,396.906,397.116,3,420
4185,example,example,397.116,397.766,3,420
4186,speaking,speaking,397.766,398.326,3,420
4187,of,of,398.326,398.446,3,420
4188,her,her,398.446,398.616,3,420
4189,four,four,398.616,398.996,3,420
4190,thorns,thorns,398.996,399.606,3,420
4191,she,she,399.606,399.786,3,420
4192,told,told,399.786,400.106,3,420
4193,the,the,400.106,400.196,3,420
4194,little,little,400.196,400.426,3,420
4195,prince,prince,400.426,400.904,3,420
4196,let,let,401.4380000000001,401.6230000000001,3,421
4197,them,them,401.6230000000001,401.883,3,421
4198,come,come,401.883,402.353,3,421
4199,the,the,402.353,402.463,3,421
4200,tigers,tigers,402.463,403.153,3,421
4201,with,with,403.153,403.333,3,421
4202,their,their,403.333,403.533,3,421
4203,claws,claws,403.533,404.247,3,421
4204,there,there,404.955,405.14,3,422
4205,aren't,are,405.14,405.35,3,422
4206,any,any,405.42,405.61,3,422
4207,tigers,tigers,405.61,406.05,3,422
4208,on,on,406.05,406.22,3,422
4209,my,my,406.22,406.39,3,422
4210,planet,planet,406.39,407.0,3,422
4211,the,the,407.264,407.339,3,422
4212,little,little,407.339,407.589,3,422
4213,prince,prince,407.589,407.979,3,422
4214,objected,objected,407.979,408.573,3,422
4215,and,and,408.763,409.198,3,423
4216,tigers,tigers,409.198,409.668,3,423
4217,don't,do,409.668,409.878,3,423
4218,eat,eat,410.028,410.1880000000001,3,423
4219,weeds,weeds,410.1880000000001,410.782,3,423
4220,i,i,411.475,411.64,3,424
4221,am,am,411.64,411.87,3,424
4222,not,not,411.87,412.08,3,424
4223,a,a,412.08,412.18,3,424
4224,weed,weed,412.18,412.655,3,424
4225,the,the,412.939,413.004,3,424
4226,flower,flower,413.004,413.464,3,424
4227,replied,replied,413.464,413.924,3,424
4228,sweetly,sweetly,413.924,414.5630000000001,3,424
4229,please,please,415.147,415.462,3,425
4230,forgive,forgive,415.462,415.782,3,425
4231,me,me,415.782,415.997,3,425
4232,i,i,416.909,417.054,3,426
4233,do,do,417.054,417.174,3,426
4234,not,not,417.174,417.424,3,426
4235,fear,fear,417.424,417.744,3,426
4236,tigers,tigers,417.744,418.514,3,426
4237,but,but,418.514,418.924,3,427
4238,i,i,418.924,419.014,3,427
4239,detest,detest,419.014,419.754,3,427
4240,drafts,drafts,419.754,420.677,3,427
4241,you,you,420.886,420.981,3,428
4242,wouldn't,would,420.981,421.151,3,428
4243,happen,happen,421.201,421.491,3,428
4244,to,to,421.491,421.591,3,428
4245,have,have,421.591,421.801,3,428
4246,a,a,421.801,421.841,3,428
4247,screen,screen,421.841,422.71,3,428
4248,detests,detests,423.478,424.153,3,429
4249,drafts,drafts,424.153,424.903,3,429
4250,that's,that,425.167,425.452,3,429
4251,bad,bad,425.482,425.842,3,429
4252,luck,luck,425.842,426.132,3,429
4253,for,for,426.132,426.282,3,429
4254,a,a,426.282,426.322,3,429
4255,plant,plant,426.322,426.881,3,429
4256,remarked,remarked,427.245,427.64,3,429
4257,the,the,427.64,427.74,3,429
4258,little,little,427.74,427.95,3,429
4259,prince,prince,427.95,428.415,3,429
4260,what,what,429.028,429.203,3,430
4261,a,a,429.203,429.233,3,430
4262,very,very,429.233,429.533,3,430
4263,complicated,complicated,429.533,430.253,3,430
4264,flower,flower,430.253,430.7480000000001,3,430
4265,in,in,431.775,431.92,3,431
4266,the,the,431.92,431.99,3,431
4267,evening,evening,431.99,432.52,3,431
4268,you,you,432.52,432.67,3,431
4269,will,will,432.67,432.77,3,431
4270,put,put,432.77,432.97,3,431
4271,me,me,432.97,433.03,3,431
4272,under,under,433.03,433.46,3,431
4273,a,a,433.46,433.53,3,431
4274,glass,glass,433.53,434.08,3,431
4275,dome,dome,434.08,434.78,3,431
4276,it,it,434.78,434.94,3,432
4277,is,is,434.94,435.05,3,432
4278,very,very,435.05,435.28,3,432
4279,cold,cold,435.28,435.96,3,432
4280,where,where,435.96,436.06,3,432
4281,you,you,436.06,436.34,3,432
4282,live,live,436.34,436.663,3,432
4283,where,where,436.962,437.42800000000005,3,433
4284,i,i,437.42800000000005,437.548,3,433
4285,come,come,437.548,437.957,3,433
4286,from,from,437.957,438.357,3,433
4287,but,but,439.085,439.22,3,434
4288,she,she,439.22,439.4,3,434
4289,interrupted,interrupted,439.4,439.98,3,434
4290,herself,herself,439.98,440.565,3,434
4291,she,she,440.914,441.259,3,435
4292,had,had,441.259,441.429,3,435
4293,come,come,441.429,441.669,3,435
4294,in,in,441.669,441.799,3,435
4295,the,the,441.799,441.869,3,435
4296,form,form,441.869,442.169,3,435
4297,of,of,442.169,442.259,3,435
4298,a,a,442.259,442.319,3,435
4299,seed,seed,442.319,442.889,3,435
4300,she,she,443.169,443.289,3,436
4301,couldn't,could,443.289,443.599,3,436
4302,have,have,443.629,443.729,3,436
4303,known,known,443.729,444.019,3,436
4304,anything,anything,444.019,444.439,3,436
4305,of,of,444.439,444.569,3,436
4306,other,other,444.569,444.799,3,436
4307,worlds,worlds,444.799,445.387,3,436
4308,humiliated,humiliated,446.295,447.11,3,437
4309,at,at,447.11,447.23,3,437
4310,having,having,447.23,447.61,3,437
4311,been,been,447.61,447.86,3,437
4312,caught,caught,447.86,448.29,3,437
4313,out,out,448.29,448.61,3,437
4314,on,on,448.61,448.71,3,437
4315,a,a,448.71,448.79,3,437
4316,lie,lie,448.79,449.14,3,437
4317,so,so,449.14,449.45,3,437
4318,naive,naive,449.45,450.07,3,437
4319,she,she,450.07,450.69,3,438
4320,coughed,coughed,450.69,451.17,3,438
4321,two,two,451.17,451.41,3,438
4322,or,or,451.41,451.56,3,438
4323,three,three,451.56,451.83,3,438
4324,times,times,451.83,452.57,3,438
4325,to,to,452.57,452.76,3,439
4326,imply,imply,452.76,453.19,3,439
4327,the,the,453.19,453.32,3,439
4328,little,little,453.32,453.59,3,439
4329,prince,prince,453.59,454.05,3,439
4330,was,was,454.05,454.18,3,439
4331,in,in,454.18,454.28,3,439
4332,the,the,454.28,454.43,3,439
4333,wrong,wrong,454.43,454.747,3,439
4334,the,the,455.366,455.531,3,440
4335,screen,screen,455.531,456.071,3,440
4336,i,i,456.934,457.059,3,441
4337,was,was,457.059,457.199,3,441
4338,just,just,457.199,457.449,3,441
4339,going,going,457.449,457.679,3,441
4340,to,to,457.679,457.819,3,441
4341,look,look,457.819,457.999,3,441
4342,for,for,457.999,458.169,3,441
4343,it,it,458.169,458.259,3,441
4344,when,when,458.259,458.389,3,441
4345,you,you,458.389,458.489,3,441
4346,spoke,spoke,458.489,458.849,3,441
4347,to,to,458.849,458.969,3,441
4348,me,me,458.969,459.158,3,441
4349,then,then,460.011,460.266,3,442
4350,she,she,460.266,460.476,3,442
4351,forced,forced,460.476,460.926,3,442
4352,a,a,460.926,460.976,3,442
4353,cough,cough,460.976,461.406,3,442
4354,to,to,461.406,461.586,3,442
4355,inflict,inflict,461.586,462.066,3,442
4356,still,still,462.066,462.366,3,442
4357,more,more,462.366,462.746,3,442
4358,remorse,remorse,462.746,463.27,3,442
4359,so,so,463.908,464.11300000000006,3,443
4360,the,the,464.11300000000006,464.233,3,443
4361,little,little,464.233,464.463,3,443
4362,prince,prince,464.463,465.213,3,443
4363,despite,despite,465.213,465.753,3,443
4364,the,the,465.753,465.883,3,443
4365,good,good,465.883,466.103,3,443
4366,will,will,466.103,466.323,3,443
4367,of,of,466.323,466.423,3,443
4368,his,his,466.423,466.653,3,443
4369,love,love,466.653,466.957,3,443
4370,had,had,467.142,467.507,3,443
4371,soon,soon,467.507,467.867,3,443
4372,come,come,467.867,468.127,3,443
4373,to,to,468.127,468.237,3,443
4374,doubt,doubt,468.237,468.567,3,443
4375,her,her,468.567,468.771,3,443
4376,he,he,469.305,469.64,3,444
4377,had,had,469.64,469.79,3,444
4378,taken,taken,469.79,470.16,3,444
4379,seriously,seriously,470.16,470.95,3,444
4380,words,words,470.95,471.37,3,444
4381,of,of,471.37,471.48,3,444
4382,no,no,471.48,471.76,3,444
4383,importance,importance,471.76,472.78,3,444
4384,and,and,472.78,472.91,3,444
4385,had,had,472.91,473.03,3,444
4386,become,become,473.03,473.51,3,444
4387,very,very,473.51,473.85,3,444
4388,unhappy,unhappy,473.85,474.42800000000005,3,444
4389,i,i,475.326,475.411,3,445
4390,shouldn't,should,475.411,475.771,3,445
4391,have,have,475.831,475.971,3,445
4392,listened,listened,475.971,476.371,3,445
4393,to,to,476.371,476.591,3,445
4394,her,her,476.591,476.815,3,445
4395,he,he,477.09,477.175,3,445
4396,told,told,477.175,477.475,3,445
4397,me,me,477.475,477.565,3,445
4398,one,one,477.565,477.835,3,445
4399,day,day,477.835,478.13,3,445
4400,you,you,478.6830000000001,478.788,3,446
4401,should,should,478.788,478.98800000000006,3,446
4402,never,never,478.98800000000006,479.318,3,446
4403,listen,listen,479.318,479.73800000000006,3,446
4404,to,to,479.73800000000006,479.898,3,446
4405,the,the,479.898,479.978,3,446
4406,flowers,flowers,479.978,480.653,3,446
4407,we,we,481.037,481.332,3,447
4408,must,must,481.332,481.682,3,447
4409,look,look,481.682,481.882,3,447
4410,at,at,481.882,482.032,3,447
4411,them,them,482.032,482.292,3,447
4412,and,and,482.292,482.462,3,447
4413,breathe,breathe,482.462,482.852,3,447
4414,their,their,482.852,483.022,3,447
4415,fragrance,fragrance,483.022,483.86,3,447
4416,mine,mine,484.394,484.769,3,448
4417,perfumed,perfumed,484.769,485.339,3,448
4418,my,my,485.339,485.549,3,448
4419,whole,whole,485.549,485.789,3,448
4420,planet,planet,485.789,486.369,3,448
4421,but,but,486.927,487.042,3,448
4422,i,i,487.042,487.132,3,448
4423,didn't,did,487.132,487.342,3,448
4424,know,know,487.372,487.432,3,448
4425,how,how,487.432,487.742,3,448
4426,to,to,487.742,487.892,3,448
4427,take,take,487.892,488.162,3,448
4428,pleasure,pleasure,488.162,488.552,3,448
4429,in,in,488.552,488.702,3,448
4430,it,it,488.702,488.967,3,448
4431,this,this,489.705,489.93,3,449
4432,business,business,489.93,490.35,3,449
4433,of,of,490.35,490.45,3,449
4434,the,the,490.45,490.57,3,449
4435,claws,claws,490.57,491.1,3,449
4436,which,which,491.1,491.27,3,449
4437,annoyed,annoyed,491.27,491.66,3,449
4438,me,me,491.66,491.78,3,449
4439,so,so,491.78,492.01,3,449
4440,much,much,492.01,492.434,3,449
4441,should,should,492.818,493.043,3,449
4442,only,only,493.043,493.353,3,449
4443,have,have,493.353,493.453,3,449
4444,filled,filled,493.453,493.793,3,449
4445,my,my,493.793,494.013,3,449
4446,heart,heart,494.013,494.353,3,449
4447,with,with,494.353,494.543,3,449
4448,tenderness,tenderness,494.543,495.223,3,449
4449,and,and,495.223,495.323,3,449
4450,pity,pity,495.323,495.767,3,449
4451,he,he,496.725,496.79,3,450
4452,continued,continued,496.79,497.39,3,450
4453,his,his,497.39,497.57,3,450
4454,confidences,confidences,497.57,498.43,3,450
4455,i,i,499.148,499.273,3,451
4456,didn't,did,499.273,499.513,3,451
4457,know,know,499.543,499.763,3,451
4458,how,how,499.763,499.963,3,451
4459,to,to,499.963,500.11300000000006,3,451
4460,understand,understand,500.11300000000006,500.98800000000006,3,451
4461,i,i,501.531,501.626,3,452
4462,should,should,501.626,501.836,3,452
4463,have,have,501.836,501.956,3,452
4464,her,her,501.956,502.036,3,452
4465,judged,judged,502.036,502.496,3,452
4466,by,by,502.496,502.686,3,452
4467,her,her,502.686,502.856,3,452
4468,deeds,deeds,502.856,503.386,3,452
4469,and,and,503.386,503.516,3,452
4470,not,not,503.516,503.746,3,452
4471,by,by,503.746,503.906,3,452
4472,her,her,503.906,504.116,3,452
4473,words,words,504.116,504.645,3,452
4474,she,she,505.264,505.459,3,453
4475,overwhelmed,overwhelmed,505.459,505.999,3,453
4476,me,me,505.999,506.199,3,453
4477,with,with,506.199,506.349,3,453
4478,her,her,506.349,506.509,3,453
4479,fragrance,fragrance,506.509,507.149,3,453
4480,and,and,507.149,507.309,3,453
4481,light,light,507.309,507.6880000000001,3,453
4482,i,i,508.287,508.332,3,454
4483,should,should,508.332,508.532,3,454
4484,never,never,508.532,508.812,3,454
4485,have,have,508.812,509.002,3,454
4486,run,run,509.002,509.152,3,454
4487,away,away,509.152,509.527,3,454
4488,i,i,510.29,510.365,3,455
4489,should,should,510.365,510.565,3,455
4490,have,have,510.565,510.675,3,455
4491,seen,seen,510.675,510.925,3,455
4492,the,the,510.925,511.015,3,455
4493,tenderness,tenderness,511.015,511.645,3,455
4494,behind,behind,511.645,511.975,3,455
4495,her,her,511.975,512.085,3,455
4496,contrivances,contrivances,512.085,513.094,3,455
4497,flowers,flowers,513.818,514.203,3,456
4498,are,are,514.203,514.263,3,456
4499,so,so,514.263,514.533,3,456
4500,contradictory,contradictory,514.533,515.512,3,456
4501,but,but,516.12,516.2959999999999,3,457
4502,i,i,516.2959999999999,516.336,3,457
4503,was,was,516.336,516.566,3,457
4504,too,too,516.566,516.736,3,457
4505,young,young,516.736,517.045,3,457
4506,to,to,517.045,517.265,3,457
4507,know,know,517.265,517.356,3,457
4508,how,how,517.356,517.495,3,457
4509,to,to,517.495,517.6659999999999,3,457
4510,love,love,517.6659999999999,517.905,3,457
4511,her,her,517.905,518.15,3,457
4512,i,i,519.665,519.82,3,458
4513,think,think,519.82,520.15,3,458
4514,that,that,520.15,520.37,3,458
4515,for,for,520.37,520.52,3,458
4516,his,his,520.52,520.69,3,458
4517,escape,escape,520.69,521.41,3,458
4518,he,he,521.41,521.69,3,458
4519,took,took,521.69,521.87,3,458
4520,advantage,advantage,521.87,522.43,3,458
4521,of,of,522.43,522.52,3,458
4522,a,a,522.52,522.58,3,458
4523,migration,migration,522.58,523.29,3,458
4524,of,of,523.29,523.4,3,458
4525,a,a,523.4,523.47,3,458
4526,flock,flock,523.47,523.91,3,458
4527,of,of,523.91,524.05,3,458
4528,wild,wild,524.05,524.54,3,458
4529,birds,birds,524.54,525.082,3,458
4530,on,on,525.586,526.0509999999999,3,459
4531,the,the,526.0509999999999,526.1709999999999,3,459
4532,morning,morning,526.1709999999999,526.491,3,459
4533,of,of,526.491,526.621,3,459
4534,his,his,526.621,526.811,3,459
4535,departure,departure,526.811,527.461,3,459
4536,he,he,527.461,527.851,3,459
4537,put,put,527.851,528.071,3,459
4538,his,his,528.071,528.211,3,459
4539,planet,planet,528.211,528.631,3,459
4540,in,in,528.631,528.731,3,459
4541,perfect,perfect,528.731,529.331,3,459
4542,order,order,529.331,529.694,3,459
4543,he,he,530.263,530.368,3,460
4544,carefully,carefully,530.368,530.9680000000001,3,460
4545,swept,swept,530.9680000000001,531.398,3,460
4546,out,out,531.398,531.5880000000001,3,460
4547,his,his,531.5880000000001,531.748,3,460
4548,active,active,531.748,532.128,3,460
4549,volcanoes,volcanoes,532.128,533.052,3,460
4550,he,he,533.316,533.451,3,461
4551,owned,owned,533.451,533.701,3,461
4552,two,two,533.701,533.961,3,461
4553,active,active,533.961,535.241,3,461
4554,volcanoes;,volcanoes,535.241,535.3009999999999,3,461
4555,it,it,535.3009999999999,535.391,3,462
4556,was,was,535.391,535.5509999999999,3,462
4557,very,very,535.5509999999999,535.831,3,462
4558,convenient,convenient,535.831,536.471,3,462
4559,for,for,536.471,536.571,3,462
4560,heating,heating,536.571,536.911,3,462
4561,his,his,536.911,537.091,3,462
4562,breakfast,breakfast,537.091,537.601,3,462
4563,in,in,537.601,537.691,3,462
4564,the,the,537.691,537.8009999999999,3,462
4565,morning,morning,537.8009999999999,538.174,3,462
4566,he,he,538.5830000000001,538.9780000000001,3,463
4567,also,also,538.9780000000001,539.318,3,463
4568,owned,owned,539.318,539.688,3,463
4569,an,an,539.688,539.768,3,463
4570,extinct,extinct,539.768,540.3380000000001,3,463
4571,volcano,volcano,540.3380000000001,540.976,3,463
4572,but,but,541.238,541.488,3,464
4573,as,as,541.488,541.7180000000001,3,464
4574,he,he,541.7180000000001,541.8480000000001,3,464
4575,used,used,541.8480000000001,542.118,3,464
4576,to,to,542.118,542.188,3,464
4577,say,say,542.188,542.568,3,464
4578,you,you,542.568,542.908,3,464
4579,never,never,542.908,543.118,3,464
4580,know,know,543.118,543.436,3,464
4581,so,so,543.746,543.991,3,464
